NUMBER	DATE	GRID	SPECIES	X	Y	WEIGHT	TOE	SX	SEXCON	FLAGS
56491	03/11/2010	MOSA	MN	14	I	22	8//16102070	M	AN	      
56492	03/11/2010	MOSA	MN	14	H	25	8//16102080	F	CSN	      
56493	03/11/2010	MOSA	MN	14	G	29	8//16102090	F	CSN	      
56494	03/11/2010	MOSA	MN	9	D	22	8//161030100	F	CSN	      
56495	03/11/2010	MOSA	MN	14	C	19	8//16103060	M	AN	      
56496	03/11/2010	MOSA	MN	14	B	22	8//16103070	M	AN	      
56497	03/11/2010	MOSA	MN	14	A	41	8//16103080	M	AN	      
56498	03/11/2010	MOSA	MN	8	D	25	8//16103090	M	AN	      
56499	03/11/2010	MOSA	MN	8	B	17	8//16104060	F	CSN	      
56500	03/11/2010	MOSA	MN	8	C	20	8//16104070	M	AN	      
56501	03/11/2010	MOSA	MN	2	J	24	8//16104080	F	CSN	      
56502	03/11/2010	MOSA	MN	2	C	16	8//16104090	M	AN	      
56503	03/11/2010	MOSA	MN	26	F	38	8//4740100	M	AN	      
56504	03/11/2010	MOSA	TA	24	C	73	8//475090	M	AN	    SX  CON  
56505	03/11/2010	MOSA	MN	30	C	34	8//485070	M	AN	      
56506	03/11/2010	MOSA	MN	10	A	37	8//52030100	M	AN	      
56507	03/11/2010	MOSA	MN	13	B	33	8//5306090	F	CSN	      
56508	03/11/2010	MOSA	MN	3	A	39	8//5507080	F	CSN	      
56509	03/11/2010	MOSA	MN	5	D	53	8//6102060	M	AV	      
56510	03/11/2010	MOSA	MN	16	F	38	8//6103070	M	AN	      
56511	03/11/2010	MOSA	MN	28	G	40	8//6205080	M	AN	      
56512	03/11/2010	MOSA	MN	29	J	24	8//6405080	M	AN	      
56513	03/11/2010	MOSA	MN	30	B	33	8//6506080	F	CSN	      
56514	03/11/2010	MOSA	MN	29	B	39	8//6506090	F	CSN	      
56515	03/11/2010	MOSA	MN	13	G	30	8//7102080	M	AN	      
56516	03/11/2010	MOSA	MN	18	A	33	8//7103090	F	CSN	      
56517	03/11/2010	MOSA	TA	9	H	44	8//71040100	M	AN	      
56518	03/11/2010	MOSA	MN	6	H	29	8//71060100	M	AN	      
56519	03/11/2010	MOSA	MN	2	E	26	8//7106090	M	AN	      
56520	03/11/2010	MOSA	TA	8	I	37	8//71090100	F	CSN	      
56521	03/11/2010	MOSA	TA	2	A	84	8//71090b	F	CSN	      
56522	03/11/2010	MOSA	MN	10	C	40	8//7203060	M	AN	      
56523	03/11/2010	MOSA	MN	29	G	32	8//7205070	M	AN	      
56524	03/11/2010	MOSA	MN	30	H	25	8//72070100	F	CSN	      
56525	03/11/2010	MOSA	MN	11	H	29	8//73040100	F	CSN	      
56526	03/11/2010	MOSA	MN	21	G	28	8//7305080	M	AN	      
56527	03/11/2010	MOSA	MN	25	I	19	8//7306080	M	AN	      
56528	03/11/2010	MOSA	MN	15	B	44	8//7306090	F	CSN	      
56529	03/11/2010	MOSA	MN	12	C	43	8//73070100	F	CSN	      
56530	03/11/2010	MOSA	MN	8	H	32	8//74060100	F	CSN	      
56531	03/11/2010	MOSA	MN	14	D	19	8//7406080	F	CSN	      
56532	03/11/2010	MOSA	MN	15	F	41	8//7406090	F	CSN	      
56533	03/11/2010	MOSA	MN	6	G	23	8//7506090	F	CSN	      
56534	03/11/2010	MOSA	MN	5	A	35	8//7507080	F	CSN	      
56535	03/11/2010	MOSA	MN	22	F	27	8//75080100	F	CSN	      
56536	03/11/2010	MOSA	MN	9	C	32	8//8103080	M	AN	      
56537	03/11/2010	MOSA	MN	26	C	24	8//8107080	F	CSN	      
56538	03/11/2010	MOSA	MN	26	G	31	8//8108090	M	AN	      
56539	03/11/2010	MOSA	MN	6	I	23	8//8204060	M	AN	      
56540	03/11/2010	MOSA	MN	25	C	42	8//8205090	F	CSN	      
56541	03/11/2010	MOSA	TA	6	F	66	8//82060100	M	AN	      
56542	03/11/2010	MOSA	MN	11	B	43	8//8304090	M	AN	      
56543	03/11/2010	MOSA	MN	12	H	43	8//8305070	F	CSN	      
56544	03/11/2010	MOSA	LR	6	D	33	8//84050100	F	CSN	      
56545	03/11/2010	MOSA	MN	1	G	24	8//8406070	M	AN	      
56546	03/11/2010	MOSA	MN	19	D	25	8//8407090	M	AN	      
56547	03/11/2010	MOSA	MN	22	G	43	8//85060100	M	AN	      
56548	03/11/2010	MOSA	MN	5	C	27	8//8506090	M	AN	      
56549	04/11/2010	MOSA	MN	19	D	37	8//1102080100	M	AN	      
56550	04/11/2010	MOSA	MN	17	E	18	8//110508090	M	AN	      
56551	04/11/2010	MOSA	MN	18	B	33	8//120308090	M	AN	      
56552	04/11/2010	MOSA	MN	16	D	46	8//120406090	F	CSN	      
56553	04/11/2010	MOSA	MN	28	D	24	8//120508090	M	AN	      
56554	04/11/2010	MOSA	MN	8	E	23	8//130408090	F	CSN	      
56555	04/11/2010	MOSA	MN	14	F	23	8//130507090	M	AN	      
56556	04/11/2010	MOSA	MN	10	B	27	8//140506070	F	CSN	      
56557	04/11/2010	MOSA	MN	12	I	18	8//140508090	F	CSN	      
56558	04/11/2010	MOSA	MN	22	H	19	8//15203060	M	AN	      
56559	04/11/2010	MOSA	MN	20	C	14	8//15203090	F	CSN	      
56560	04/11/2010	MOSA	MN	21	G	37	8//15204060	F	CSN	      
56561	04/11/2010	MOSA	MN	10	D	35	8//15204090	M	AN	      
56562	04/11/2010	MOSA	MN	4	E	35	8//15306090	M	AN	      
56563	04/11/2010	MOSA	MN	21	A	16	8//154050100	F	CSN	      
56564	04/11/2010	MOSA	MN	25	B	24	8//15506070	M	AN	      
56565	04/11/2010	MOSA	MN	25	E	25	8//15506090	M	AN	      
56566	04/11/2010	MOSA	MN	29	B	37	8//161040100	M	AN	      
56567	04/11/2010	MOSA	MN	26	G	26	8//161050100	F	CSN	      
56568	04/11/2010	MOSA	MN	29	D	19	8//16105060	M	AN	      
56569	04/11/2010	MOSA	MN	29	E	23	8//16105070	M	AN	      
56570	04/11/2010	MOSA	MN	29	H	24	8//16105080	M	AN	      
56571	04/11/2010	MOSA	MN	26	H	20	8//16105090	F	CSN	      
56572	04/11/2010	MOSA	MN	26	D	31	8//16106070	M	AN	      
56573	04/11/2010	MOSA	MN	26	A	37	8//16106080	F	CSN	      
56574	04/11/2010	MOSA	MN	26	B	25	8//16106090	M	AN	      
56575	04/11/2010	MOSA	MN	21	F	25	8//16106090	M	AN	      
56576	04/11/2010	MOSA	MN	21	C	15	8//16106090100	M	AN	      
56577	04/11/2010	MOSA	TA	18	I	45	8//161070100	M	AN	      
56578	04/11/2010	MOSA	MN	21	B	39	8//16107080	M	AV	      
56579	04/11/2010	MOSA	MN	21	H	23	8//16107090	M	AN	      
56580	04/11/2010	MOSA	MN	18	E	11	8//161080100	M	AN	      
56581	04/11/2010	MOSA	MN	18	D	24	8//16108090	F	CSN	      
56582	04/11/2010	MOSA	MN	21	J	18	8//161090100	F	CSN	      
56583	04/11/2010	MOSA	MN	2	F	19	8//162030100	F	CSN	      
56584	04/11/2010	MOSA	MN	14	I	31	8//16203070	M	AN	      
56585	04/11/2010	MOSA	MN	8	C	33	8//16203080	M	AV	      
56586	04/11/2010	MOSA	MN	2	E	31	8//16203090	F	CSN	      
56587	04/11/2010	MOSA	MN	2	J	17	8//162040100	M	AN	      
56588	04/11/2010	MOSA	MN	2	C	26	8//16204060	M	AN	      
56589	04/11/2010	MOSA	MN	8	F	16	8//16204070	NA	NA	    SX   
56590	04/11/2010	MOSA	MN	8	D	25	8//16204080	M	AN	      
56591	04/11/2010	MOSA	MN	2	G	25	8//16204090	M	AN	      
56592	04/11/2010	MOSA	MN	16	C	35	8//162050100	M	AN	      
56593	04/11/2010	MOSA	MN	14	G	27	8//16205060	M	AN	      
56594	04/11/2010	MOSA	MN	9	I	42	8//16205070	M	AN	      
56595	04/11/2010	MOSA	MN	9	D	23	8//16205080	F	CSN	    SX   
56596	04/11/2010	MOSA	MN	16	A	49	8//16205090	M	AN	      
56597	04/11/2010	MOSA	MN	23	B	21	8//162060100	M	AN	      
56598	04/11/2010	MOSA	MN	27	D	17	8//16206070	M	AN	      
56599	04/11/2010	MOSA	MN	27	J	30	8//16206080	M	AN	      
56600	04/11/2010	MOSA	MN	27	E	22	8//16206090	M	AN	      
56601	04/11/2010	MOSA	MN	19	I	21	8//162070100	F	CSN	      
56602	04/11/2010	MOSA	MN	23	D	27	8//16207080	M	AN	      
56603	04/11/2010	MOSA	MN	23	E	38	8//16207090	M	AN	      
56604	04/11/2010	MOSA	MN	23	G	28	8//162080100	M	AN	      
56605	04/11/2010	MOSA	MN	23	I	39	8//16208090	F	CSN	      
56606	04/11/2010	MOSA	MN	19	J	31	8//162090100	M	AN	      
56607	04/11/2010	MOSA	MN	16	J	23	8//163040100	F	CSN	      
56608	04/11/2010	MOSA	MN	19	F	14	8//16304060	M	AN	      
56609	04/11/2010	MOSA	MN	16	I	26	8//16304070	M	AN	      
56610	04/11/2010	MOSA	MN	16	E	42	8//16304080	M	AN	      
56611	04/11/2010	MOSA	MN	16	I	34	8//16304090	M	AN	      
56612	04/11/2010	MOSA	MN	16	I	34	8//16304090	M	AN	      
56613	04/11/2010	MOSA	LR	12	B	32	8//163050100	F	CSN	      
56614	04/11/2010	MOSA	MN	12	J	20	8//16305060	M	AN	      
56615	04/11/2010	MOSA	MN	12	E	26	8//16305070	F	CSN	      
56616	04/11/2010	MOSA	MN	12	H	41	8//16305080	M	AN	      
56617	04/11/2010	MOSA	MN	16	G	34	8//16305090	M	AN	      
56618	04/11/2010	MOSA	MN	3	H	25	8//163060100	M	AN	      
56619	04/11/2010	MOSA	MN	7	G	13	8//16306070	M	AN	      
56620	04/11/2010	MOSA	MN	12	C	26	8//16306080	M	AN	      
56621	04/11/2010	MOSA	MN	7	J	18	8//16306090	F	CSN	      
56622	04/11/2010	MOSA	MN	17	F	23	8//163070100	M	AN	      
56623	04/11/2010	MOSA	MN	3	D	45	8//16307080	F	CSN	      
56624	04/11/2010	MOSA	MN	17	J	25	8//16307090	F	CSN	      
56625	04/11/2010	MOSA	MN	17	A	31	8//163080100	M	AN	      
56626	04/11/2010	MOSA	MN	22	J	25	8//16308090	F	CSN	      
56627	04/11/2010	MOSA	MN	17	C	41	8//163090100	F	CSN	      
56628	04/11/2010	MOSA	MN	30	F	43	8//164050100	F	CSN	      
56629	04/11/2010	MOSA	MN	17	G	60	8//16405060	M	AN	      
56630	04/11/2010	MOSA	MN	17	H	28	8//16405070	M	AN	      
56631	04/11/2010	MOSA	MN	17	B	35	8//16405080	F	CSN	      
56632	04/11/2010	MOSA	MN	30	D	43	8//16405090	M	AN	      
56633	04/11/2010	MOSA	MN	25	J	23	8//164060100	M	AN	      
56634	04/11/2010	MOSA	MN	30	G	29	8//16406070	M	AN	      
56635	04/11/2010	MOSA	MN	30	I	18	8//16406080	F	CSN	      
56636	04/11/2010	MOSA	MN	30	J	28	8//16406090	F	CSN	      
56637	04/11/2010	MOSA	MN	22	A	34	8//164070100	M	AN	      
56638	04/11/2010	MOSA	MN	25	C	39	8//16407080	M	AN	      
56639	04/11/2010	MOSA	MN	25	I	25	8//16407090	M	AN	      
56640	04/11/2010	MOSA	MN	13	D	26	8//164080100	M	AN	      
56641	04/11/2010	MOSA	MN	13	C	27	8//16408090	M	AN	      
56642	04/11/2010	MOSA	MN	13	E	37	8//164090100	M	AN	      
56643	04/11/2010	MOSA	MN	1	J	27	8//165060100	F	CSN	      
56644	04/11/2010	MOSA	MN	13	J	34	8//16506070	F	CSN	      
56645	04/11/2010	MOSA	MN	10	A	24	8//16506080	F	CSN	      
56646	04/11/2010	MOSA	MM	5	D	19	8//165070100	M	AN	      
56647	04/11/2010	MOSA	MN	5	F	16	8//16507080	M	AN	      
56648	04/11/2010	MOSA	MN	5	G	21	8//16507090	F	CSN	      
56649	04/11/2010	MOSA	MN	1	C	21	8//165080100	M	AN	      
56650	04/11/2010	MOSA	MN	1	E	35	8//16508090	F	CSN	      
56651	04/11/2010	MOSA	MN	15	E	35	8//165090100	M	AN	      
56652	04/11/2010	MOSA	MN	15	D	20	8//171020100	M	AN	      
56653	04/11/2010	MOSA	MN	11	D	28	8//17102060	M	AN	      
56654	04/11/2010	MOSA	MN	15	C	16	8//17102070	M	AN	      
56655	04/11/2010	MOSA	MN	11	F	26	8//17102080	M	AN	      
56656	04/11/2010	MOSA	MN	15	G	27	8//17102090	M	AN	      
56657	04/11/2010	MOSA	MN	4	I	26	8//171030100	M	AN	      
56658	04/11/2010	MOSA	MN	6	A	33	8//17103060	M	AN	      
56659	04/11/2010	MOSA	MN	6	H	44	8//17103070	F	CSN	      
56660	04/11/2010	MOSA	MN	4	G	16	8//17103080	F	CSN	      
56661	04/11/2010	MOSA	MN	4	J	38	8//17103090	F	CSN	      
56662	04/11/2010	MOSA	MN	28	J	22	8//171040100	F	CSN	      
56663	04/11/2010	MOSA	MN	24	A	28	8//1710405060	M	AN	      
56664	04/11/2010	MOSA	MN	4	A	36	8//17104060	M	AN	      
56665	04/11/2010	MOSA	MN	4	B	35	8//17104070	M	AN	      
56666	04/11/2010	MOSA	MN	28	E	28	8//17104080	M	AN	      
56667	04/11/2010	MOSA	MN	28	F	16	8//17104090	F	CSN	      
56668	04/11/2010	MOSA	MN	20	I	22	8//171050100	F	CSN	      
56669	04/11/2010	MOSA	MN	24	I	30	8//17105070	M	AN	      
56670	04/11/2010	MOSA	MN	28	C	21	8//17105080	F	CSN	      
56671	04/11/2010	MOSA	MN	24	H	24	8//17105090	F	CSN	      
56672	04/11/2010	MOSA	MN	20	J	24	8//17106070	M	AN	      
56673	04/11/2010	MOSA	TA	1	A	91	8//40506080	F	CSN	      
56674	04/11/2010	MOSA	MN	5	A	30	8//46506090a	M	AN	      
56675	04/11/2010	MOSA	MN	22	E	50	8//5406080	M	AN	     CON  
56676	04/11/2010	MOSA	MN	3	A	37	8//5507080	F	CSN	      
56677	04/11/2010	MOSA	MN	19	B	30	8//61040100	M	AN	      
56678	04/11/2010	MOSA	MN	23	C	31	8//6106080	F	CSN	      
56679	04/11/2010	MOSA	MN	29	J	23	8//6405080	M	AN	      
56680	04/11/2010	MOSA	MN	30	A	30	8//6506080	F	CSN	      
56681	04/11/2010	MOSA	MN	13	G	27	8//7102080	M	AN	      
56682	04/11/2010	MOSA	MN	8	B	33	8//7106070	F	CSN	      
56683	04/11/2010	MOSA	MN	14	D	30	8//7203090	M	AN	      
56684	04/11/2010	MOSA	MN	19	G	24	8//7206080	F	CSN	      
56685	04/11/2010	MOSA	MN	30	H	22	8//72070100	F	CSN	      
56686	04/11/2010	MOSA	MN	10	I	29	8//72080100	M	AN	      
56687	04/11/2010	MOSA	MN	16	B	39	8//7306090	F	CSN	      
56688	04/11/2010	MOSA	MN	11	C	41	8//73070100	F	CSN	      
56689	04/11/2010	MOSA	MN	15	B	33	8//74080100	F	CSN	      
56690	04/11/2010	MOSA	MN	6	G	20	8//7506090	F	CSN	      
56691	04/11/2010	MOSA	MN	22	F	25	8//75080100	F	CSN	      
56692	04/11/2010	MOSA	MN	22	D	33	8//7508090	M	AN	      
56693	04/11/2010	MOSA	MN	10	C	30	8//8103080	M	AN	      
56694	04/11/2010	MOSA	MN	14	C	47	8//8204080	M	AN	      
56695	04/11/2010	MOSA	MN	26	C	38	8//8205090	F	CSN	      
56696	04/11/2010	MOSA	MN	13	A	42	8//8206080	F	CSN	      
56697	04/11/2010	MOSA	MN	11	A	42	8//8304090	M	AN	      
56698	04/11/2010	MOSA	LR	6	D	31	8//84050100	F	CSN	      
56699	04/11/2010	MOSA	MN	1	G	24	8//8406070	M	AN	      
56700	04/11/2010	MOSA	MN	6	C	25	8//8506090	M	AN	      
56701	04/11/2010	MOSA	MN	29	G	30	8//85090100	F	CSN	      
56702	04/11/2010	MOSA	MN	18	I	18	C//16203060	F	CSN	      
56703	05/11/2010	MOSA	MN	19	D	26	8//1103090100	M	AN	      
56704	05/11/2010	MOSA	MN	3	D	41	8//120306090	M	AN	      
56705	05/11/2010	MOSA	MN	19	B	31	8//120308090	M	AN	      
56706	05/11/2010	MOSA	MN	16	D	42	8//120406090	F	CSN	      
56707	05/11/2010	MOSA	MN	23	G	27	8//1204080100	M	AN	      
56708	05/11/2010	MOSA	MN	12	H	33	8//130406090	F	CSN	      
56709	05/11/2010	MOSA	MN	12	D	22	8//130507090	M	AN	      
56710	05/11/2010	MOSA	MN	30	F	21	8//15102080	M	AN	      
56711	05/11/2010	MOSA	MN	21	F	31	8//1520304060	F	CSN	      
56712	05/11/2010	MOSA	MN	22	H	18	8//15203060	M	AN	      
56713	05/11/2010	MOSA	MN	20	C	13	8//15203090	F	CSN	      
56714	05/11/2010	MOSA	MN	4	B	31	8//15207080	M	AN	      
56715	05/11/2010	MOSA	MN	23	C	32	8//15304070	M	AN	      
56716	05/11/2010	MOSA	MN	28	C	33	8//15305070	M	AN	      
56717	05/11/2010	MOSA	MN	20	F	37	8//153090100	M	AN	      
56718	05/11/2010	MOSA	MN	18	B	44	8//15405070	M	AN	      
56719	05/11/2010	MOSA	MN	29	D	15	8//154060100	M	AN	      
56720	05/11/2010	MOSA	MN	30	I	15	8//15407090	F	CSN	      
56721	05/11/2010	MOSA	MN	27	A	28	8//154080100	M	AN	      
56722	05/11/2010	MOSA	MN	25	B	22	8//15506070	M	AN	      
56723	05/11/2010	MOSA	MN	14	J	18	8//156102060	M	AN	      
56724	05/11/2010	MOSA	MN	26	C	24	8//1575080	M	AN	      
56725	05/11/2010	MOSA	MN	29	E	20	8//16105070	M	AN	      
56726	05/11/2010	MOSA	MN	26	H	17	8//16105090	F	CSN	      
56727	05/11/2010	MOSA	MN	19	F	9	8//161080100	M	AN	      
56728	05/11/2010	MOSA	MN	19	J	16	8//16203060	F	CSN	      
56729	05/11/2010	MOSA	MN	13	I	29	8//16203070	M	AN	      
56730	05/11/2010	MOSA	MN	8	E	16	8//16204070	NA	NA	    SX   
56731	05/11/2010	MOSA	MN	8	C	23	8//16204080	M	AN	      
56732	05/11/2010	MOSA	MN	16	G	31	8//162050100	M	AN	      
56733	05/11/2010	MOSA	MN	16	G	31	8//162050100	M	AN	      
56734	05/11/2010	MOSA	MN	8	F	22	8//16205080	F	CSN	    SX   
56735	05/11/2010	MOSA	MN	26	D	18	8//16206090	M	AN	      
56736	05/11/2010	MOSA	MN	16	J	19	8//163040100	F	CSN	      
56737	05/11/2010	MOSA	MN	16	I	30	8//16304090	M	AN	      
56738	05/11/2010	MOSA	MN	12	J	18	8//16305060	M	AN	      
56739	05/11/2010	MOSA	MN	2	C	40	8//16307080	F	CSN	      
56740	05/11/2010	MOSA	MN	19	H	22	8//16307090	F	CSN	      
56741	05/11/2010	MOSA	MN	19	I	21	8//16308090	F	CSN	      
56742	05/11/2010	MOSA	MN	17	G	55	8//16405060	M	AN	      
56743	05/11/2010	MOSA	MN	29	J	21	8//16407090	M	AN	      
56744	05/11/2010	MOSA	MN	18	E	23	8//16506090c	F	CSN	      
56745	05/11/2010	MOSA	MN	14	F	33	8//165090100	M	AN	      
56746	05/11/2010	MOSA	MN	1	I	38	8//1710203060	F	CSN	      
56747	05/11/2010	MOSA	MN	24	H	23	8//17105090	F	CSN	      
56748	05/11/2010	MOSA	MN	13	J	21	8//171060100	M	AN	      
56749	05/11/2010	MOSA	MN	13	E	28	8//17106080	M	AN	      
56750	05/11/2010	MOSA	MN	13	D	30	8//17106090	F	CSN	      
56751	05/11/2010	MOSA	MN	5	E	19	8//171070100	F	CSN	      
56752	05/11/2010	MOSA	MN	10	D	19	8//17107080	F	CSN	      
56753	05/11/2010	MOSA	MN	10	B	29	8//17107090	F	CSN	     CON  
56754	05/11/2010	MOSA	MN	5	F	20	8//171080100	F	CSN	      
56755	05/11/2010	MOSA	MN	5	G	36	8//17108090	F	CSN	      
56756	05/11/2010	MOSA	MN	5	B	35	8//171090100	F	CSN	      
56757	05/11/2010	MOSA	MN	17	A	43	8//172030100	F	CSN	      
56758	05/11/2010	MOSA	MN	1	E	25	8//17203070	F	CSN	      
56759	05/11/2010	MOSA	MN	1	B	47	8//17203080	F	CSN	      
56760	05/11/2010	MOSA	MN	17	E	29	8//17203090	M	AN	      
56761	05/11/2010	MOSA	MN	25	J	29	8//172040100	M	AN	      
56762	05/11/2010	MOSA	MN	22	J	24	8//17204060	F	CSN	      
56763	05/11/2010	MOSA	MN	30	G	24	8//17204070	F	CSN	      
56764	05/11/2010	MOSA	MN	30	J	18	8//17204080	M	AN	      
56765	05/11/2010	MOSA	MN	30	E	29	8//17204090	M	AN	      
56766	05/11/2010	MOSA	MN	3	H	22	8//172050100	F	CSN	      
56767	05/11/2010	MOSA	MN	6	B	30	8//17205060	M	AN	      
56768	05/11/2010	MOSA	MN	16	H	27	8//17205070	M	AN	      
56769	05/11/2010	MOSA	MN	12	I	23	8//17205080	M	AN	      
56770	05/11/2010	MOSA	LR	3	A	37	8//17205090	M	AN	      
56771	05/11/2010	MOSA	MN	11	I	25	8//172060100	M	AN	      
56772	05/11/2010	MOSA	MN	7	J	30	8//17206070	F	CSN	      
56773	05/11/2010	MOSA	MN	15	B	29	8//17206080	M	AN	      
56774	05/11/2010	MOSA	MN	15	G	37	8//17206090	M	AN	      
56775	05/11/2010	MOSA	MN	4	G	16	8//172070100	M	AN	      
56776	05/11/2010	MOSA	MN	6	C	38	8//17207080	M	AN	      
56777	05/11/2010	MOSA	MN	6	E	39	8//17207090	F	CSN	      
56778	05/11/2010	MOSA	MN	4	E	30	8//172080100	F	CSN	      
56779	05/11/2010	MOSA	MN	4	I	24	8//17208090	F	CSN	      
56780	05/11/2010	MOSA	TA	27	J	54	8//172090100	F	CSN	      
56781	05/11/2010	MOSA	MN	28	E	16	8//173040100	F	CSN	      
56782	05/11/2010	MOSA	MN	27	E	21	8//17304060	F	CSN	      
56783	05/11/2010	MOSA	MN	23	A	42	8//17304070	F	CSN	      
56784	05/11/2010	MOSA	MN	23	D	47	8//17304080	M	AN	      
56785	05/11/2010	MOSA	MN	19	C	28	8//17304090	F	CSN	      
56786	05/11/2010	MOSA	MN	20	J	27	8//173050100	F	CSN	      
56787	05/11/2010	MOSA	MN	28	D	38	8//17305060	F	CSN	      
56788	05/11/2010	MOSA	MN	20	I	22	8//17305080	M	AN	      
56789	05/11/2010	MOSA	MN	24	G	34	8//17305090	M	AN	      
56790	05/11/2010	MOSA	MN	20	E	37	8//17306070	M	AN	      
56791	05/11/2010	MOSA	MN	18	I	17	8//17306080	M	AN	      
56792	05/11/2010	MOSA	TA	18	D	45	8//17306090	F	CSN	      
56793	05/11/2010	MOSA	MN	2	A	40	8//173070100	M	AN	      
56794	05/11/2010	MOSA	MN	14	G	36	8//17307080	M	AN	      
56795	05/11/2010	MOSA	MN	8	G	32	8//17307090	M	AN	      
56796	05/11/2010	MOSA	MN	2	E	22	8//173080100	M	AN	      
56797	05/11/2010	MOSA	TA	2	B	69	8//17308090	F	CSN	      
56798	05/11/2010	MOSA	TA	21	B	70	8//173090100	M	AN	      
56799	05/11/2010	MOSA	MN	21	C	23	8//17405060	F	CSN	      
56800	05/11/2010	MOSA	MN	26	G	25	8//17405070	M	AN	      
56801	05/11/2010	MOSA	MN	26	B	20	8//17405080	M	AN	      
56802	05/11/2010	MOSA	MN	26	A	22	8//17405090	F	CSN	      
56803	05/11/2010	MOSA	MN	26	F	32	8//4740100	M	AN	      
56804	05/11/2010	MOSA	MN	30	D	33	8//485070	M	AN	      
56805	05/11/2010	MOSA	MN	20	A	39	8//5106090	M	AN	      
56806	05/11/2010	MOSA	MN	12	C	29	8//5306090	F	CSN	      
56807	05/11/2010	MOSA	MN	28	H	31	8//540506070	F	CSN	      
56808	05/11/2010	MOSA	MN	22	E	45	8//5406080	M	AN	     CON  
56809	05/11/2010	MOSA	MN	16	G	34	8//6103070	M	AN	      
56810	05/11/2010	MOSA	MN	16	G	34	8//6103070	M	AN	      
56811	05/11/2010	MOSA	MN	21	A	23	8//6103090	M	AN	      
56812	05/11/2010	MOSA	LR	13	A	40	8//6104070	M	AN	      
56813	05/11/2010	MOSA	MN	23	B	27	8//6106080	F	CSN	      
56814	05/11/2010	MOSA	MN	28	F	37	8//6205080	M	AN	      
56815	05/11/2010	MOSA	MN	15	H	38	8//63070100	F	CSN	      
56816	05/11/2010	MOSA	MN	4	A	45	8//6307090	F	CSN	     CON  
56817	05/11/2010	MOSA	MN	30	A	28	8//6506080	F	CSN	      
56818	05/11/2010	MOSA	MN	13	G	25	8//7102080	M	AN	      
56819	05/11/2010	MOSA	MN	6	A	34	8//7104080	F	CSN	      
56820	05/11/2010	MOSA	MN	7	G	28	8//7105060	M	AN	      
56821	05/11/2010	MOSA	MN	8	D	34	8//7105070	M	AN	      
56822	05/11/2010	MOSA	MN	6	H	27	8//71060100	M	AN	      
56823	05/11/2010	MOSA	MN	14	D	28	8//7203090	M	AN	      
56824	05/11/2010	MOSA	MN	2	J	39	8//7204080	F	CSN	      
56825	05/11/2010	MOSA	MN	29	G	27	8//7205090	F	CSN	      
56826	05/11/2010	MOSA	MN	30	H	21	8//72070100	F	CSN	      
56827	05/11/2010	MOSA	MN	10	I	28	8//73040100	F	CSN	      
56828	05/11/2010	MOSA	MN	16	A	35	8//7306090	F	CSN	      
56829	05/11/2010	MOSA	MN	10	C	36	8//73070100	F	CSN	      
56830	05/11/2010	MOSA	MN	17	B	31	8//7405080	F	CSN	      
56831	05/11/2010	MOSA	MN	15	F	36	8//7406090	F	CSN	      
56832	05/11/2010	MOSA	MN	7	A	31	8//75060100	M	AN	      
56833	05/11/2010	MOSA	MN	6	G	17	8//7506090	F	CSN	      
56834	05/11/2010	MOSA	MN	5	A	32	8//7507080	F	CSN	      
56835	05/11/2010	MOSA	MN	23	E	30	8//7508090	M	AN	      
56836	05/11/2010	MOSA	MN	9	D	27	8//8103080	M	AN	      
56837	05/11/2010	MOSA	MN	15	C	33	8//8105060	F	CSN	      
56838	05/11/2010	MOSA	MN	28	J	28	8//8108090	M	AN	      
56839	05/11/2010	MOSA	MN	6	J	20	8//8204060	M	AN	      
56840	05/11/2010	MOSA	MN	12	B	34	8//8304090	M	AN	      
56841	05/11/2010	MOSA	LR	6	D	29	8//84050100	F	CSN	      
56842	05/11/2010	MOSA	MN	1	G	23	8//8406070	M	AN	      
56843	01/12/2010	MOSA	MN	22	A	32	8//1102070100	M	AN	      
56844	01/12/2010	MOSA	MN	18	E	37	8//1102080100	M	AN	      
56845	01/12/2010	MOSA	MN	7	A	44	8//110307090	M	AN	      
56846	01/12/2010	MOSA	MN	12	H	51	8//1203060100	M	AN	      
56847	01/12/2010	MOSA	MN	18	A	30	8//120308090	M	AN	      
56848	01/12/2010	MOSA	MN	28	J	33	8//120406070	M	AN	      
56849	01/12/2010	MOSA	MN	20	F	29	8//1204080100	M	AN	      
56850	01/12/2010	MOSA	MN	25	D	49	8//120408090	M	AN	      
56851	01/12/2010	MOSA	MN	27	A	25	8//1204090100	M	AN	      
56852	01/12/2010	MOSA	MN	13	B	22	8//1305060100	F	CSN	      
56853	01/12/2010	MOSA	MN	11	C	24	8//130507090	M	AN	      
56854	01/12/2010	MOSA	MN	12	J	31	8//1305080100	F	CSN	      
56855	01/12/2010	MOSA	MN	26	H	22	8//136105090	F	CSN	      
56856	01/12/2010	MOSA	MN	5	G	23	8//140506090	M	AN	      
56857	01/12/2010	MOSA	MN	29	E	21	8//15102080	M	AN	      
56858	01/12/2010	MOSA	MN	28	I	37	8//15105060	M	AN	      
56859	01/12/2010	MOSA	MN	23	B	29	8//15107090	M	AN	      
56860	01/12/2010	MOSA	MN	10	F	31	8//15204070	M	AN	      
56861	01/12/2010	MOSA	MN	6	C	22	8//15205070	M	AN	      
